lat_pred,lon_pred,pontoId
-8.05431507384725,-34.952091492738866,6055
-8.054114572657397,-34.952639883867235,5049
-8.055330047386708,-34.95243560310119,5328
-8.054114572657397,-34.952639883867235,4852
-8.055449287818515,-34.95243875536195,4510
-8.055270512009987,-34.95257962940939,80
-8.054114572657397,-34.952639883867235,5013
-8.0544498027092,-34.95224538173457,3298
-8.054383901769327,-34.9521088324154,3080
-8.05431507384725,-34.952091492738866,5953
-8.054436867524016,-34.95224120580865,6220
-8.054439417720506,-34.95211950590024,2111
-8.055422313374072,-34.95245962996513,5238
-8.0544498027092,-34.95224538173457,3853
-8.0544498027092,-34.95224538173457,4314
-8.054474915143064,-34.95219609767373,6506
-8.05431507384725,-34.952091492738866,5856
-8.055417360040739,-34.95245749054713,4377
-8.054428766913215,-34.95219673886575,4214
-8.0544498027092,-34.95224538173457,3311
-8.054474915143064,-34.95219609767373,6508
-8.054367840922767,-34.952118753531316,3256
-8.05556379606968,-34.95212766959583,3059
-8.055324738535022,-34.95248071235172,403
-8.055446424485183,-34.95244807440957,620
-8.055304883641066,-34.952519156160754,132
-8.054436867524016,-34.95224120580865,3470
-8.054371386094724,-34.95209395326075,5898
-8.055294933206115,-34.952497822498245,4583
-8.054152620276446,-34.95259477573231,1487
-8.054436867524016,-34.95224120580865,3424
-8.054114572657397,-34.952639883867235,4698
-8.05444823116038,-34.95224205429349,6115
-8.05539309003167,-34.952163303621006,2536
-8.055292069872783,-34.952507141545865,649
-8.055427575176598,-34.952184042389135,3010
-8.055401114608511,-34.95214965774001,2621
-8.054114572657397,-34.952639883867235,4993
-8.0544498027092,-34.95224538173457,4047
-8.055343561654384,-34.95242616052964,5081
-8.05539309003167,-34.952163303621006,2419
-8.055298368334944,-34.952533214834226,59
-8.054114572657397,-34.952639883867235,4843
-8.054196417545354,-34.95257313917769,5726
-8.05539309003167,-34.952163303621006,2478
-8.05417130511149,-34.95262242323853,5715
-8.054474915143064,-34.95219609767373,3637
-8.054398330220506,-34.95205500497431,2281
-8.055187003854584,-34.95249397495242,829
-8.054114572657397,-34.952639883867235,4908
-8.05539309003167,-34.952163303621006,2480
-8.055422313374072,-34.95245962996513,5244
-8.0544498027092,-34.95224538173457,3891
-8.054474915143064,-34.95219609767373,6521
-8.05431507384725,-34.952091492738866,5969
-8.055540978361348,-34.952107007095826,3805
-8.055427575176598,-34.952184042389135,3020
-8.054127507842583,-34.95264405979315,5826
-8.054127507842583,-34.95264405979315,5575
-8.055304883641066,-34.952519156160754,290
-8.05539309003167,-34.952163303621006,2392
-8.0544498027092,-34.95224538173457,4079
-8.0544498027092,-34.95224538173457,4205
-8.054399281293737,-34.952101820799236,1913
-8.054152620276446,-34.95259477573231,1378
-8.054505318660379,-34.95225605521942,3923
-8.055419681275177,-34.95216280774001,2856
-8.054436867524016,-34.95224120580865,3384
-8.055343561654384,-34.95242616052964,5133
-8.055343561654384,-34.95242616052964,5090
-8.0544498027092,-34.95224538173457,4136
-8.054474915143064,-34.95219609767373,6557
-8.054861061006466,-34.951789156093064,1625
-8.055315453359901,-34.95244957542539,452
-8.0544498027092,-34.95224538173457,3320
-8.054985258204033,-34.95206346009682,1999
-8.055401114608511,-34.95214965774001,2739
-8.054370966584141,-34.952104656489475,6001
-8.055292069872783,-34.952507141545865,787
-8.05540038071451,-34.952455515098976,4430
-8.055330047386708,-34.95243560310119,5319
-8.054152620276446,-34.95259477573231,1182
-8.054152620276446,-34.95259477573231,1345
-8.054436867524016,-34.95224120580865,6190
-8.05539309003167,-34.952163303621006,2723
-8.054152620276446,-34.95259477573231,1545
-8.0544498027092,-34.95224538173457,4259
-8.0544498027092,-34.95224538173457,4343
-8.05431507384725,-34.952091492738866,5929
-8.055411656698336,-34.952176453621014,2816
-8.05431507384725,-34.952091492738866,5977
-8.054446099433468,-34.952086834603946,2005
-8.055342907311733,-34.95248481886882,5450
-8.054436867524016,-34.95224120580865,3385
-8.054114572657397,-34.952639883867235,4874
-8.055401114608511,-34.95214965774001,2578
-8.055417360040739,-34.95245749054713,4404
-8.054152620276446,-34.95259477573231,1072
-8.055400555261322,-34.952185220736084,3907
-8.054152620276446,-34.95259477573231,1289
-8.055211355851508,-34.95247949949133,5510
-8.054385194803839,-34.952053421640976,2255
-8.054436867524016,-34.95224120580865,6203
-8.055343561654384,-34.95242616052964,5223
-8.055418049485182,-34.952471657742905,414
-8.054474915143064,-34.95219609767373,6509
-8.054436867524016,-34.95224120580865,3438
-8.054152620276446,-34.95259477573231,1106
-8.054474915143064,-34.95219609767373,3600
-8.054152620276446,-34.95259477573231,1113
-8.055610864472458,-34.95210997654028,3110
-8.0544498027092,-34.95224538173457,3867
-8.054152620276446,-34.95259477573231,1548
-8.055270512009987,-34.95257962940939,108
-8.054436867524016,-34.95224120580865,3472
-8.055294760391133,-34.95249674005585,187
-8.054152620276446,-34.95259477573231,1561
-8.054114572657397,-34.952639883867235,4788
-8.054152620276446,-34.95259477573231,1261
-8.055270512009987,-34.95257962940939,112
-8.054383901769327,-34.9521088324154,3089
-8.05539309003167,-34.952163303621006,2428
-8.054474915143064,-34.95219609767373,6453
-8.05539309003167,-34.952163303621006,2415
-8.054114572657397,-34.952639883867235,4819
-8.054127507842583,-34.95264405979315,5841
-8.054385194803839,-34.952053421640976,2234
