lat_pred,lon_pred,pontoId
-8.048501585365852,-34.95278287671233,6055.0
-8.048501585365852,-34.95278287671233,5049.0
-8.048501585365852,-34.95278287671233,5328.0
-8.048501585365852,-34.95278287671233,4852.0
-8.048501585365852,-34.95278287671233,4510.0
-8.048981951219512,-34.957225068493145,80.0
-8.048501585365852,-34.95278287671233,5013.0
-8.048501585365852,-34.95278287671233,3298.0
-8.048501585365852,-34.95278287671233,3080.0
-8.048501585365852,-34.95278287671233,5953.0
-8.048501585365852,-34.95278287671233,6220.0
-8.048501585365852,-34.95278287671233,2111.0
-8.048501585365852,-34.95278287671233,5238.0
-8.048501585365852,-34.95278287671233,3853.0
-8.048501585365852,-34.95278287671233,4314.0
-8.048501585365852,-34.95278287671233,6506.0
-8.048501585365852,-34.95278287671233,5856.0
-8.048501585365852,-34.95278287671233,4377.0
-8.048501585365852,-34.95278287671233,4214.0
-8.048501585365852,-34.95278287671233,3311.0
-8.048501585365852,-34.95278287671233,6508.0
-8.048501585365852,-34.95278287671233,3256.0
-8.048501585365852,-34.95278287671233,3059.0
-8.048501585365852,-34.95278287671233,403.0
-8.048501585365852,-34.95278287671233,620.0
-8.048981951219512,-34.957225068493145,132.0
-8.048501585365852,-34.95278287671233,3470.0
-8.048501585365852,-34.95278287671233,5898.0
-8.048501585365852,-34.95278287671233,4583.0
-8.048501585365852,-34.95278287671233,1487.0
-8.048501585365852,-34.95278287671233,3424.0
-8.048501585365852,-34.95278287671233,4698.0
-8.048501585365852,-34.95278287671233,6115.0
-8.048501585365852,-34.95278287671233,2536.0
-8.048501585365852,-34.95278287671233,649.0
-8.048501585365852,-34.95278287671233,3010.0
-8.048501585365852,-34.95278287671233,2621.0
-8.048501585365852,-34.95278287671233,4993.0
-8.048501585365852,-34.95278287671233,4047.0
-8.048501585365852,-34.95278287671233,5081.0
-8.048501585365852,-34.95278287671233,2419.0
-8.048981951219512,-34.957225068493145,59.0
-8.048501585365852,-34.95278287671233,4843.0
-8.048501585365852,-34.95278287671233,5726.0
-8.048501585365852,-34.95278287671233,2478.0
-8.048501585365852,-34.95278287671233,5715.0
-8.048501585365852,-34.95278287671233,3637.0
-8.048501585365852,-34.95278287671233,2281.0
-8.048501585365852,-34.95278287671233,829.0
-8.048501585365852,-34.95278287671233,4908.0
-8.048501585365852,-34.95278287671233,2480.0
-8.048501585365852,-34.95278287671233,5244.0
-8.048501585365852,-34.95278287671233,3891.0
-8.048501585365852,-34.95278287671233,6521.0
-8.048501585365852,-34.95278287671233,5969.0
-8.048501585365852,-34.95278287671233,3805.0
-8.048501585365852,-34.95278287671233,3020.0
-8.048501585365852,-34.95278287671233,5826.0
-8.048501585365852,-34.95278287671233,5575.0
-8.048981951219512,-34.957023150684925,290.0
-8.048501585365852,-34.95278287671233,2392.0
-8.048501585365852,-34.95278287671233,4079.0
-8.048501585365852,-34.95278287671233,4205.0
-8.048501585365852,-34.95278287671233,1913.0
-8.048501585365852,-34.95278287671233,1378.0
-8.048501585365852,-34.95278287671233,3923.0
-8.048501585365852,-34.95278287671233,2856.0
-8.048501585365852,-34.95278287671233,3384.0
-8.048501585365852,-34.95278287671233,5133.0
-8.048501585365852,-34.95278287671233,5090.0
-8.048501585365852,-34.95278287671233,4136.0
-8.048501585365852,-34.95278287671233,6557.0
-8.048501585365852,-34.95278287671233,1625.0
-8.048501585365852,-34.95278287671233,452.0
-8.048501585365852,-34.95278287671233,3320.0
-8.048501585365852,-34.95278287671233,1999.0
-8.048501585365852,-34.95278287671233,2739.0
-8.048501585365852,-34.95278287671233,6001.0
-8.048501585365852,-34.95278287671233,787.0
-8.048501585365852,-34.95278287671233,4430.0
-8.048501585365852,-34.95278287671233,5319.0
-8.048501585365852,-34.95278287671233,1182.0
-8.048501585365852,-34.95278287671233,1345.0
-8.048501585365852,-34.95278287671233,6190.0
-8.048501585365852,-34.95278287671233,2723.0
-8.048501585365852,-34.95278287671233,1545.0
-8.048501585365852,-34.95278287671233,4259.0
-8.048501585365852,-34.95278287671233,4343.0
-8.048501585365852,-34.95278287671233,5929.0
-8.048501585365852,-34.95278287671233,2816.0
-8.048501585365852,-34.95278287671233,5977.0
-8.048501585365852,-34.95278287671233,2005.0
-8.048501585365852,-34.95278287671233,5450.0
-8.048501585365852,-34.95278287671233,3385.0
-8.048501585365852,-34.95278287671233,4874.0
-8.048501585365852,-34.95278287671233,2578.0
-8.048501585365852,-34.95278287671233,4404.0
-8.048501585365852,-34.95278287671233,1072.0
-8.048501585365852,-34.95278287671233,3907.0
-8.048501585365852,-34.95278287671233,1289.0
-8.048501585365852,-34.95278287671233,5510.0
-8.048501585365852,-34.95278287671233,2255.0
-8.048501585365852,-34.95278287671233,6203.0
-8.048501585365852,-34.95278287671233,5223.0
-8.048501585365852,-34.95278287671233,414.0
-8.048501585365852,-34.95278287671233,6509.0
-8.048501585365852,-34.95278287671233,3438.0
-8.048501585365852,-34.95278287671233,1106.0
-8.048501585365852,-34.95278287671233,3600.0
-8.048501585365852,-34.95278287671233,1113.0
-8.048501585365852,-34.95278287671233,3110.0
-8.048501585365852,-34.95278287671233,3867.0
-8.048501585365852,-34.95278287671233,1548.0
-8.048981951219512,-34.957225068493145,108.0
-8.048501585365852,-34.95278287671233,3472.0
-8.048981951219512,-34.957023150684925,187.0
-8.048501585365852,-34.95278287671233,1561.0
-8.048501585365852,-34.95278287671233,4788.0
-8.048501585365852,-34.95278287671233,1261.0
-8.048981951219512,-34.957225068493145,112.0
-8.048501585365852,-34.95278287671233,3089.0
-8.048501585365852,-34.95278287671233,2428.0
-8.048501585365852,-34.95278287671233,6453.0
-8.048501585365852,-34.95278287671233,2415.0
-8.048501585365852,-34.95278287671233,4819.0
-8.048501585365852,-34.95278287671233,5841.0
-8.048501585365852,-34.95278287671233,2234.0
-8.048501585365852,-34.95278287671233,4424.0
-8.048501585365852,-34.95278287671233,5863.0
-8.048501585365852,-34.95278287671233,1177.0
-8.048501585365852,-34.95278287671233,1361.0
-8.048501585365852,-34.95278287671233,4758.0
-8.048501585365852,-34.95278287671233,6009.0
-8.048501585365852,-34.95278287671233,6606.0
-8.048501585365852,-34.95278287671233,719.0
-8.048501585365852,-34.95278287671233,1481.0
-8.048501585365852,-34.95278287671233,3081.0
-8.048501585365852,-34.95278287671233,4983.0
-8.048501585365852,-34.95278287671233,2362.0
-8.048501585365852,-34.95278287671233,3062.0
-8.048501585365852,-34.95278287671233,3156.0
-8.048501585365852,-34.95278287671233,6280.0
-8.048981951219512,-34.957225068493145,62.0
-8.048501585365852,-34.95278287671233,2244.0
-8.048501585365852,-34.95278287671233,1380.0
-8.048501585365852,-34.95278287671233,2006.0
-8.048501585365852,-34.95278287671233,1510.0
-8.048501585365852,-34.95278287671233,5643.0
-8.048501585365852,-34.95278287671233,3114.0
-8.048501585365852,-34.95278287671233,5386.0
-8.048501585365852,-34.95278287671233,5879.0
-8.048501585365852,-34.95278287671233,526.0
-8.048501585365852,-34.95278287671233,6344.0
-8.048501585365852,-34.95278287671233,1667.0
-8.048501585365852,-34.95278287671233,2854.0
-8.048501585365852,-34.95278287671233,4258.0
-8.048501585365852,-34.95278287671233,1981.0
-8.048501585365852,-34.95278287671233,1773.0
-8.048501585365852,-34.95278287671233,1327.0
-8.048501585365852,-34.95278287671233,4225.0
-8.048501585365852,-34.95278287671233,4689.0
-8.048501585365852,-34.95278287671233,2908.0
-8.048501585365852,-34.95278287671233,2269.0
-8.048501585365852,-34.95278287671233,6151.0
-8.048501585365852,-34.95278287671233,2917.0
-8.048501585365852,-34.95278287671233,5072.0
-8.048501585365852,-34.95278287671233,3168.0
-8.048501585365852,-34.95278287671233,4274.0
-8.048501585365852,-34.95278287671233,557.0
