lat_pred,lon_pred,pontoId
-8.049142073170731,-34.953186712328765,8998.0
-8.048021219512195,-34.94834068493151,9361.0
-8.053625487804878,-34.948946438356174,7693.0
-8.056988048780488,-34.9513694520548,6959.0
-8.051383780487804,-34.94773493150685,8456.0
-8.054265975609756,-34.949350273972605,7570.0
-8.048501585365852,-34.946725342465754,9198.0
-8.05314512195122,-34.95823465753425,7775.0
-8.055546951219512,-34.952177123287676,6728.0
-8.050903414634147,-34.958638493150694,8580.0
-8.048021219512195,-34.94813876712329,9368.0
-8.049302195121951,-34.94753301369863,8949.0
-8.051543902439024,-34.95985,8460.0
-8.05282487804878,-34.95379246575342,7871.0
-8.051864146341464,-34.94652342465753,8146.0
-8.050743292682926,-34.95056178082192,8087.0
-8.052024268292682,-34.94834068493151,8246.0
-8.052985000000001,-34.953590547945204,7841.0
-8.04674024390244,-34.95076369863014,9475.0
-8.047220609756097,-34.94531191780822,9451.0
-8.058108902439024,-34.95096561643836,7616.0
-8.048341463414634,-34.95157136986302,9196.0
-8.048181341463414,-34.958840410958906,9328.0
-8.051704024390245,-34.953186712328765,8290.0
-8.051223658536586,-34.959042328767126,8514.0
-8.055226707317075,-34.959042328767126,7249.0
-8.055226707317075,-34.95783082191781,7401.0
-8.05266475609756,-34.94692726027397,8057.0
-8.055226707317075,-34.95379246575342,6943.0
-8.055867195121952,-34.95480205479452,6965.0
-8.049142073170731,-34.95278287671233,9246.0
-8.04658012195122,-34.95056178082192,9652.0
-8.055546951219512,-34.94632150684932,7184.0
-8.052184390243902,-34.94773493150685,8025.0
-8.052504634146342,-34.94753301369863,8082.0
-8.048181341463414,-34.94712917808219,9342.0
-8.056988048780488,-34.954398219178074,7399.0
-8.052504634146342,-34.946725342465754,7913.0
-8.048341463414634,-34.95944616438357,9325.0
-8.048021219512195,-34.94531191780822,9373.0
-8.049302195121951,-34.95985,8973.0
-8.055066585365854,-34.954196301369855,7186.0
-8.05650768292683,-34.95742698630137,6866.0
-8.053785609756098,-34.94813876712329,7655.0
-8.050903414634147,-34.952984794520546,8598.0
-8.047220609756097,-34.95076369863014,9427.0
-8.052184390243902,-34.9503598630137,8277.0
-8.052024268292682,-34.94854260273973,8258.0
-8.05602731707317,-34.949350273972605,6895.0
-8.055066585365854,-34.953186712328765,7358.0
-8.048981951219512,-34.95056178082192,9061.0
-8.051223658536586,-34.952984794520546,8609.0
-8.055867195121952,-34.95076369863014,7659.0
-8.04946231707317,-34.95197520547946,9264.0
-8.058749390243902,-34.949148356164386,6716.0
-8.048501585365852,-34.95096561643836,9158.0
-8.047380731707317,-34.958840410958906,8984.0
-8.056988048780488,-34.95056178082192,6816.0
-8.04658012195122,-34.94531191780822,9579.0
-8.048341463414634,-34.949148356164386,9181.0
-8.054265975609756,-34.949350273972605,7546.0
-8.054746341463414,-34.95480205479452,7427.0
-8.053465365853658,-34.949148356164386,7661.0
-8.053465365853658,-34.948946438356174,7689.0
-8.055707073170732,-34.954196301369855,6991.0
-8.055867195121952,-34.956417397260275,6849.0
-8.051543902439024,-34.94652342465753,8249.0
-8.054265975609756,-34.956215479452055,7492.0
-8.04658012195122,-34.94551383561644,9591.0
-8.051543902439024,-34.95399438356164,7725.0
-8.055546951219512,-34.9546001369863,7104.0
-8.058589268292682,-34.949350273972605,6665.0
-8.048981951219512,-34.957023150684925,8971.0
-8.05955,-34.95520589041096,6803.0
-8.048341463414634,-34.953186712328765,8931.0
-8.056667804878048,-34.95520589041096,6782.0
-8.05618743902439,-34.9546001369863,7052.0
-8.050583170731707,-34.953388630136985,8816.0
-8.048821829268293,-34.95742698630137,9055.0
-8.053625487804878,-34.95540780821918,7739.0
-8.053625487804878,-34.948946438356174,7706.0
-8.052024268292682,-34.95116753424658,8101.0
-8.04674024390244,-34.95056178082192,9544.0
-8.051704024390245,-34.94692726027397,8167.0
-8.04658012195122,-34.94652342465753,9637.0
-8.048181341463414,-34.949350273972605,9446.0
-8.051543902439024,-34.949552191780825,8211.0
-8.048501585365852,-34.95177328767124,9210.0
-8.055546951219512,-34.95480205479452,7105.0
-8.054906463414634,-34.954398219178074,7420.0
-8.055546951219512,-34.95500397260274,7173.0
-8.054746341463414,-34.95682123287671,7478.0
-8.048341463414634,-34.95076369863014,9242.0
-8.053625487804878,-34.94813876712329,7899.0
-8.048181341463414,-34.94692726027397,9315.0
-8.05282487804878,-34.946119589041096,7878.0
-8.05282487804878,-34.94834068493151,7889.0
-8.047380731707317,-34.949552191780825,9622.0
-8.057948780487804,-34.946725342465754,6622.0
-8.05266475609756,-34.95520589041096,8159.0
-8.048501585365852,-34.95076369863014,9193.0
-8.050102804878048,-34.9546001369863,8784.0
-8.055386829268294,-34.956215479452055,7205.0
-8.051864146341464,-34.95278287671233,8179.0
-8.055867195121952,-34.95985,7120.0
-8.054105853658537,-34.957023150684925,7587.0
-8.047380731707317,-34.94773493150685,9519.0
-8.04946231707317,-34.953186712328765,8937.0
-8.058749390243902,-34.946119589041096,6625.0
-8.05955,-34.94712917808219,6635.0
-8.055867195121952,-34.95116753424658,6934.0
-8.052985000000001,-34.953388630136985,7809.0
-8.050583170731707,-34.953590547945204,8666.0
-8.051704024390245,-34.94712917808219,7900.0
-8.05266475609756,-34.95985,6993.0
-8.051383780487804,-34.95985,8539.0
-8.052024268292682,-34.957023150684925,8046.0
-8.05330524390244,-34.95399438356164,7772.0
-8.050583170731707,-34.94753301369863,8728.0
-8.054906463414634,-34.952177123287676,7349.0
-8.04994268292683,-34.94773493150685,8736.0
-8.051383780487804,-34.95985,8343.0
-8.050102804878048,-34.9546001369863,8756.0
-8.05650768292683,-34.95520589041096,6769.0
-8.048501585365852,-34.959648082191784,9132.0
-8.04962243902439,-34.9546001369863,8876.0
