lat_pred,lon_pred,pontoId
-8.04951,-34.95346,8998.0
-8.048060000000001,-34.94762,9361.0
-8.05345,-34.94899,7693.0
-8.0564,-34.9507,6959.0
-8.05133,-34.94777,8456.0
-8.05437,-34.9495,7570.0
-8.04856,-34.94696,9198.0
-8.05335,-34.95969,7775.0
-8.05767,-34.95244,6728.0
-8.05115,-34.95982,8580.0
-8.04786,-34.94761,9368.0
-8.04937,-34.947540000000004,8949.0
-8.05115,-34.95982,8460.0
-8.05284,-34.95384,7871.0
-8.05194,-34.94733,8146.0
-8.05071,-34.95056,8087.0
-8.05366,-34.94836,8246.0
-8.05283,-34.95344,7841.0
-8.046619999999999,-34.95061,9475.0
-8.047260000000001,-34.94526,9451.0
-8.0554,-34.95049,7616.0
-8.04852,-34.95151,9196.0
-8.04978,-34.95949,9328.0
-8.05175,-34.95327,8290.0
-8.0512,-34.95903,8514.0
-8.05527,-34.95919,7249.0
-8.05498,-34.95783,7401.0
-8.05215,-34.94829,8057.0
-8.055710000000001,-34.955009999999994,6943.0
-8.05556,-34.95494,6965.0
-8.04899,-34.95299,9246.0
-8.04643,-34.95066,9652.0
-8.05598,-34.94655,7184.0
-8.05219,-34.947720000000004,8025.0
-8.05205,-34.9475,8082.0
-8.04825,-34.94695,9342.0
-8.05454,-34.95361,7399.0
-8.052439999999999,-34.94841,7913.0
-8.04836,-34.95957,9325.0
-8.047930000000001,-34.945440000000005,9373.0
-8.04951,-34.9598,8973.0
-8.05543,-34.95622,7186.0
-8.05622,-34.95721,6866.0
-8.05369,-34.94832,7655.0
-8.05127,-34.95323,8598.0
-8.04663,-34.95058,9427.0
-8.0516,-34.949870000000004,8277.0
-8.0518,-34.94849,8258.0
-8.05607,-34.95065,6895.0
-8.05519,-34.95341,7358.0
-8.048860000000001,-34.95039000000001,9061.0
-8.04952,-34.9534,8609.0
-8.05589,-34.950790000000005,7659.0
-8.04856,-34.95106,9264.0
-8.05837,-34.9501,6716.0
-8.04955,-34.9532,9158.0
-8.049389999999999,-34.95561,8984.0
-8.056460000000001,-34.95068,6816.0
-8.04655,-34.94511,9579.0
-8.04856,-34.94696,9181.0
-8.05437,-34.9495,7546.0
-8.05482,-34.95365,7427.0
-8.05358,-34.94905,7661.0
-8.05358,-34.94906,7689.0
-8.055660000000001,-34.95417,6991.0
-8.056000000000001,-34.95645,6849.0
-8.05074,-34.94603,8249.0
-8.05448,-34.95602,7492.0
-8.04647,-34.94532,9591.0
-8.05045,-34.95383,7725.0
-8.05552,-34.95499,7104.0
-8.058639999999999,-34.94923,6665.0
-8.04908,-34.95669,8971.0
-8.05685,-34.95511,6803.0
-8.04929,-34.95304,8931.0
-8.056610000000001,-34.95521,6782.0
-8.05565,-34.95429,7052.0
-8.05056,-34.9534,8816.0
-8.04904,-34.95682,9055.0
-8.05344,-34.95573,7739.0
-8.05345,-34.94899,7706.0
-8.052019999999999,-34.95093,8101.0
-8.047130000000001,-34.950590000000005,9544.0
-8.05228,-34.94704,8167.0
-8.046439999999999,-34.9468,9637.0
-8.04729,-34.94757,9446.0
-8.05157,-34.94997,8211.0
-8.04852,-34.95151,9210.0
-8.05546,-34.95557,7105.0
-8.05482,-34.95365,7420.0
-8.05547,-34.95545,7173.0
-8.05448,-34.95603,7478.0
-8.04839,-34.95075,9242.0
-8.05286,-34.94866,7899.0
-8.04822,-34.946940000000005,9315.0
-8.05183,-34.94643,7878.0
-8.05279,-34.94862,7889.0
-8.04645,-34.9483,9622.0
-8.059289999999999,-34.94704,6622.0
-8.05206,-34.95533,8159.0
-8.04851,-34.950759999999995,9193.0
-8.05007,-34.95474,8784.0
-8.05543,-34.95622,7205.0
-8.05195,-34.95262,8179.0
-8.0557,-34.95898,7120.0
-8.0541,-34.95754,7587.0
-8.047260000000001,-34.94757,9519.0
-8.05199,-34.95199,8937.0
-8.05902,-34.94623,6625.0
-8.059280000000001,-34.94708,6635.0
-8.05594,-34.950790000000005,6934.0
-8.052999999999999,-34.95341,7809.0
-8.05038,-34.95375,8666.0
-8.05228,-34.94704,7900.0
-8.051910000000001,-34.95982,6993.0
-8.05139,-34.95985,8539.0
-8.0521,-34.956790000000005,8046.0
-8.05328,-34.95398,7772.0
-8.050469999999999,-34.94768,8728.0
-8.05513,-34.9528,7349.0
-8.050469999999999,-34.94768,8736.0
-8.05124,-34.95984,8343.0
-8.05034,-34.95482,8756.0
-8.05659,-34.95519,6769.0
-8.04854,-34.95964,9132.0
-8.049760000000001,-34.95468,8876.0
-8.050460000000001,-34.95397,8722.0
-8.05133,-34.94777,8482.0
-8.04833,-34.94693,9338.0
-8.051060000000001,-34.9506,8651.0
-8.05175,-34.949,8308.0
-8.058539999999999,-34.94954,6673.0
-8.04777,-34.95067,9348.0
-8.05007,-34.95474,8806.0
-8.04653,-34.95375,9385.0
-8.05533,-34.95095,7649.0
-8.04986,-34.9476,8807.0
-8.04814,-34.95071,9314.0
-8.05055,-34.953590000000005,9144.0
-8.0486,-34.9509,8883.0
-8.0556,-34.95415,7045.0
-8.055439999999999,-34.955659999999995,7107.0
-8.05216,-34.94808,7765.0
-8.05827,-34.95043,6705.0
-8.05603,-34.955040000000004,6841.0
-8.05306,-34.94879,7991.0
-8.05155,-34.949940000000005,8401.0
-8.0475,-34.94757,9449.0
-8.04983,-34.95949,8759.0
-8.04645,-34.9483,9621.0
